Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9534,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812565959""","=""9780812565959""",0,3.96,Tor Books,Mass Market Paperback,451,2001,2000,,2019/07/27,,,read,,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",0,3.77,Tor Books,Paperback,370,2002,1996,,2019/07/27,,,read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",0,3.81,Tor Books,Mass Market Paperback,592,1996,1991,,2019/07/27,,,read,,,,1,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",0,4.31,Starscape,Paperback,469,2002,1999,,2019/07/27,,,read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",0,4.09,Tor Books,Paperback,382,1994,1986,,2019/07/27,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,,2019/07/27,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2019/05/28,,,read,,,,1,0
39644171,How History Gets Things Wrong: The Neuroscience of Our Addiction to Stories,Alex Rosenberg,"Rosenberg, Alex",,"=""0262038579""","=""9780262038577""",0,3.34,The MIT Press,Hardcover,296,2018,,,2019/07/05,to-read,to-read (#41),to-read,,,,0,0
6480781,Open,Andre Agassi,"Agassi, Andre","J.R. Moehringer, Андре Агаси","=""0307268195""","=""9780307268198""",0,4.29,Knopf,Hardcover,388,2009,2009,,2019/07/03,,,read,,,,1,0
17847473,Strategy: A History,Lawrence Freedman,"Freedman, Lawrence",,"=""0199325154""","=""9780199325153""",0,3.97,Oxford University Press,Hardcover,768,2013,2013,,2019/05/29,to-read,to-read (#40),to-read,,,,0,0
33413909,The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,Nadine Burke Harris,"Harris, Nadine Burke",,"=""0544828704""","=""9780544828704""",0,4.48,Mariner Books,Hardcover,272,2018,2018,,2019/05/29,to-read,to-read (#39),to-read,,,,0,0
27209433,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,"Isenberg, Nancy",,"=""0670785970""","=""9780670785971""",0,3.75,Viking,Hardcover,460,2016,2016,,2019/05/26,to-read,to-read (#38),to-read,,,,0,0
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon","=""0807071161""","=""9780807071168""",0,4.19,Beacon Press,Audiobook,0,2018,2018,,2019/05/26,,,read,,,,1,0
15815598,"Big Data: A Revolution That Will Transform How We Live, Work, and Think",Viktor Mayer-Schönberger,"Mayer-Schönberger, Viktor",Kenneth Cukier,"=""0544002695""","=""9780544002692""",0,3.69,Houghton Mifflin Harcourt,Hardcover,242,2013,2013,,2019/05/25,to-read,to-read (#37),to-read,,,,0,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.62,Penguin Books,Paperback,307,1976,1957,,2019/05/25,to-read,to-read (#36),to-read,,,,0,0
23522,Mythology,Edith Hamilton,"Hamilton, Edith",Steele Savage,"=""0316341517""","=""9780316341516""",0,4.03,"Little, Brown and Company",Paperback,497,1998,1942,,2019/05/25,to-read,to-read (#35),to-read,,,,0,0
3559,From Beirut to Jerusalem,Thomas L. Friedman,"Friedman, Thomas L.",Đặng Ly,"=""0385413726""","=""9780385413725""",0,4.13,Anchor,Paperback,541,1995,1989,,2019/05/18,to-read,to-read (#34),to-read,,,,0,0
34237719,The Hacking of the American Mind: The Science Behind the Corporate Takeover of Our Bodies and Brains,Robert H. Lustig,"Lustig, Robert H.",,"=""1101982586""","=""9781101982587""",0,4.13,Avery Publishing Group,Hardcover,352,2017,2017,2019/05/14,2019/05/10,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2019/05/12,,,read,,,,1,0
32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,"Sandberg, Sheryl",Adam M. Grant,"=""0753548283""","=""9780753548288""",0,3.85,WH Allen,Paperback,240,2017,2017,,2019/05/07,,,read,,,,1,0
101128,The Nude: A Study in Ideal Form,Kenneth  Clark,"Clark, Kenneth",,"=""""","=""9780691017884""",0,4.08,Princeton University Press,Paperback,458,1972,1956,,2019/04/12,to-read,to-read (#33),to-read,,,,0,0
330451,Civilisation,Kenneth  Clark,"Clark, Kenneth",,"=""0719522404""","=""9780719522406""",0,4.26,BBC Books / John Murray,Paperback,360,1980,1969,,2019/04/12,to-read,to-read (#32),to-read,,,,0,0
36794159,Medical Nihilism,Jacob Stegenga,"Stegenga, Jacob",,"=""0198747047""","=""9780198747048""",0,3.99,"Oxford University Press, USA",Hardcover,256,2018,,,2019/04/11,to-read,to-read (#31),to-read,,,,0,0
34272478,Americana: A 400-Year History of American Capitalism,Bhu Srinivasan,"Srinivasan, Bhu",,"=""0399563792""","=""9780399563799""",0,4.40,Penguin Press,Hardcover,576,2017,2017,,2019/04/11,to-read,to-read (#30),to-read,,,,0,0
34964830,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,"Eubanks, Virginia",,"=""1250074312""","=""9781250074317""",0,4.01,St. Martin's Press,Hardcover,260,2018,2018,2019/04/10,2018/11/22,,,read,,,,1,0
33916061,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0399590560""","=""9780399590566""",0,4.39,One World,Hardcover,367,2017,2017,2019/04/07,2019/03/09,,,read,,,,1,0
483055,Theory of Games and Economic Behavior,John von Neumann,"Neumann, John von",Oskar Morgenstern,"=""0691130612""","=""9780691130613""",0,4.18,Princeton University Press,Paperback,776,2007,1944,,2019/04/06,to-read,to-read (#29),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2019/03/31,to-read,to-read (#28),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.38,Vintage,Paperback,512,2015,2011,2019/03/24,2018/11/22,,,read,,,,2,0
5999777,The Invisible Hook: The Hidden Economics of Pirates,Peter T. Leeson,"Leeson, Peter T.",,"=""0691137471""","=""9780691137476""",0,3.76,Princeton University Press,Hardcover,288,2009,2009,,2019/03/24,to-read,to-read (#27),to-read,,,,0,0
38212134,How the Internet Happened: From Netscape to the iPhone,Brian  McCullough,"McCullough, Brian",,"=""1631493078""","=""9781631493072""",0,4.29,Liveright,Hardcover,384,2018,2018,,2018/12/26,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.40,Penguin Books,Paperback,601,2002,1952,,2019/03/13,,,read,,,,1,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,4.00,Viking,Hardcover,479,2014,1939,,2019/03/13,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,103,2002,1937,,2019/03/13,,,read,,,,1,0
12612,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,"Chomsky, Noam",,"=""0805076883""","=""9780805076882""",0,3.97,Holt Paperbacks,Paperback,304,2004,2003,,2019/03/13,,,read,,,,1,0
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",0,4.24,Pantheon,Paperback,412,2002,1988,,2019/03/13,,,read,,,,1,0
25719691,Most Likely to Succeed: Preparing Our Kids for the Innovation Era,Tony  Wagner,"Wagner, Tony",Ted Dintersmith,"=""""","=""""",0,4.17,Scribner,Kindle Edition,305,2015,2015,,2019/03/13,to-read,to-read (#26),to-read,,,,0,0
36507099,Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""042528462X""","=""9780425284629""",0,3.89,Random House,Hardcover,304,2018,2018,,2019/03/13,,,read,,,,1,0
35820413,Fascism: A Warning,Madeleine K. Albright,"Albright, Madeleine K.",,"=""0062802186""","=""9780062802187""",0,4.25,Harper,Hardcover,289,2018,2018,,2019/03/13,to-read,to-read (#25),to-read,,,,0,0
38212110,"Technically Wrong: Sexist Apps, Biased Algorithms, and Other Threats of Toxic Tech",Sara Wachter-Boettcher,"Wachter-Boettcher, Sara",,"=""0393356043""","=""9780393356045""",0,4.10,W. W. Norton  Company,Paperback,232,2018,2017,2019/03/13,2019/02/08,,,read,,,,1,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",5,4.47,Scribner,Hardcover,400,2016,2016,,2018/11/22,,,read,,,,1,0
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",0,4.15,Knopf,Hardcover,288,2018,2018,,2019/03/12,to-read,to-read (#24),to-read,,,,0,0
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,"=""150114331X""","=""9781501143311""",0,4.03,Simon & Schuster,Hardcover,335,2018,2018,,2019/02/19,to-read,to-read (#23),to-read,,,,0,0
39088592,The Model Thinker: What You Need to Know to Make Data Work for You,Scott E. Page,"Page, Scott E.",,"=""0465094627""","=""9780465094622""",0,3.91,Basic Books,Hardcover,448,2018,2018,,2019/02/13,to-read,to-read (#22),to-read,,,,0,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",0,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2018/11/22,,,read,,,,1,0
36288143,Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,"Chang, Emily",,"=""""","=""""",4,4.02,Portfolio,Kindle Edition,317,2018,2018,2019/01/31,2019/01/26,,,read,,,,1,0
12688360,Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com,Aaron Ross,"Ross, Aaron",Marylou Tyler,"=""0984380213""","=""9780984380213""",0,3.96,Pebblestorm,Paperback,208,2011,2011,,2019/01/18,to-read,to-read (#21),to-read,,,,0,0
106350,The Lady Tasting Tea: How Statistics Revolutionized Science in the Twentieth Century,David Salsburg,"Salsburg, David",,"=""0805071342""","=""9780805071344""",0,3.91,Holt Paperbacks,Paperback,352,2002,2001,,2019/01/13,to-read,to-read (#20),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,468,2015,2015,,2019/01/07,to-read,to-read (#19),to-read,,,,0,0
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.45,Vintage Books,Paperback,1246,1975,1974,,2019/01/07,to-read,to-read (#18),to-read,,,,0,0
11797471,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,"=""1594203288""","=""9781594203282""",0,4.18,Penguin Press,Hardcover,422,2012,2012,,2019/01/02,to-read,to-read (#17),to-read,,,,0,0
30646587,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life",J.L. Collins,"Collins, J.L.",Mr. Money Mustache,"=""""","=""""",0,4.45,jlcollinsnh.com,Kindle Edition,288,2016,2016,,2018/12/28,to-read,to-read (#16),to-read,,,,0,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",0,4.43,Donning Company Publishers,Hardcover,512,2006,2005,,2018/12/28,to-read,to-read (#15),to-read,,,,0,0
2054761,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,"Schroeder, Alice",,"=""0553805096""","=""9780553805093""",0,4.13,Bantam Books,Hardcover,960,2008,2008,,2018/12/28,to-read,to-read (#14),to-read,,,,0,0
22451908,The Revolt of the Public and the Crisis of Authority,Martin Gurri,"Gurri, Martin",,"=""""","=""""",0,4.26,,Kindle Edition,362,2014,2014,,2018/12/28,to-read,to-read (#13),to-read,,,,0,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",0,4.38,"Creative Education, Inc.",Hardcover,32,1997,1973,,2018/12/27,,,read,,,,1,0
187181,"The Chosen (Reuven Malther, #1)",Chaim Potok,"Potok, Chaim",,"=""0449213447""","=""9780449213445""",0,4.06,Fawcett Books,Mass Market Paperback,304,1987,1966,,2018/12/27,to-read,to-read (#12),to-read,,,,0,0
30814638,Chaos Monkeys: Inside the Silicon Valley Money Machine,Antonio García Martínez,"Martínez, Antonio García",,"=""""","=""""",0,3.71,Ebury Digital,Kindle Edition,502,2016,2016,,2018/12/21,,,read,,,,1,0
31748608,"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science (Institute of Mathematical Statistics Monographs Book 5)",Bradley Efron,"Efron, Bradley",Trevor Hastie,"=""""","=""""",0,4.41,Cambridge University Press,Kindle Edition,496,2016,,,2018/12/04,,,read,,,,1,0
30971755,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna,"Doudna, Jennifer A.",Samuel H. Sternberg,"=""0544716949""","=""9780544716940""",0,4.14,Mariner Books,Hardcover,304,2017,2017,,2018/12/04,,,read,,,,1,0
12242180,The Lost Majority: Why the Future of Government Is Up for Grabs - and Who Will Take It,Sean Trende,"Trende, Sean",,"=""0230116469""","=""9780230116467""",0,3.89,St. Martin's Press,Hardcover,272,2012,2012,,2018/12/04,,,read,,,,1,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,,2018/12/04,,,read,,,,1,0
